"a/rB","c/rB","alpha_X","E_X (meV)","E_X error (meV)","E_XX (meV)","E_XX error (meV)","E_bind = 2 E_X - E_XX (meV)","E_bind error (meV)","N_X","N_X error","M_X","M_X error","|M_X|^2","|M_X|^2 error"
5,0.5,0.78093921402222566,250.14118724348063,0.036948291016138557,498.8100286697445,0.09752622497782408,1.4723458172167365,0.12236040778976759,0.240007011640618,0.000156026,2.0412116353653977,0.00066348496329851115,4.1665449403510815,0.0027086264539498096
5,1,0.73108940856777327,58.018432766073353,0.031512570490036376,114.97496318588573,0.078649279724796989,1.061902346260766,0.10078629667165806,0.164086907768864,0.00013587500000000001,2.4686699727718411,0.0010221124193005937,6.0943314344653219,0.0050465164766491134
5,1.5,0.7245471558423896,22.694156293785259,0.030230297376431212,44.520325123943245,0.061029506073698586,0.86798746362727019,0.085907416033014689,0.11975320035843,0.000117824,2.8897244710966548,0.001421585790874124,8.3505075188548421,0.0082159824953044955
5,2,0.62608964724264549,10.507748336707145,0.025090518670387085,20.440152523414632,0.058020566429705912,0.57534414999965777,0.076710642269636156,0.117059497654679,0.000114574,2.9227836683269981,0.0014303624341647436,8.5426643718390238,0.0083612799247303263
3,1,0.70608940856777325,61.399464835886818,0.028886359085648475,121.41370205826964,0.066839654343021776,1.3852276135040056,0.088347192131921964,0.232865482483784,0.00014805999999999999,2.0722752541998535,0.00065879466304800309,4.2943247291690678,0.002730407755666615
7,1,0.76233940856777327,56.782724962091493,0.034921254001513247,112.8176318618841,0.073519515181296846,0.74781806229888603,0.10140559667319035,0.122686036157931,0.00012205,2.8549758072170919,0.0014200874369365655,8.1508868597948858,0.0081086305531736444
10,1,0.78578691286764524,55.980687272650691,0.038653274434409884,111.79132624864947,0.076981494780420975,0.1700482966519139,0.10909836404197452,0.089535191384573207,0.000108836,3.3419743850218153,0.0020311964409946187,11.168792790141941,0.013576412953502983
