"seed","normSpread","interactionPQSpread","interactionReductionSpread","crossAttractionSpread","diagnosticMax","elapsedSeconds"
104729,0.004153944260161498,0.0072959859154488865,0.019000988787847537,0.02266622634240083,0.02266622634240083,"1309.7947508"
130363,0.005884923679250571,0.005868377185279806,0.012827090872981388,0.027040522510298412,0.027040522510298412,"1323.1724167"
155921,0.005096727073271471,0.014614486076163715,0.0010515301585317855,0.019256563406066483,0.019256563406066483,"1316.9158364"
