"candidateKey","stage","geometryKey","a","c","system","budget","parameters","parameterKey","workerKernel","source","integral","seconds","value","hitMaxPoints","messageIntegralEstimate","reportedErrorEstimate","relativeErrorEstimate","messageText"
"3.|1.::X::2000000::0.7555156671675174","X-initial-grid","3.|1.",3,1,"X",2000000,"{0.7555156671675174}","0.7555156671675174",26,"parallel-pattern-search-remaining","coulombNumerator",334.8115136,-0.7198182450874324,true,-0.719818,0.00107347,0.001491307017189612,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained -0.719818 and 0.00107347
     for the integral and error estimates."
"3.|1.::X::2000000::0.8049419257672615","X-initial-grid","3.|1.",3,1,"X",2000000,"{0.8049419257672615}","0.8049419257672615",21,"parallel-pattern-search-remaining","normDenominator",233.1483362,0.1977194620057519,true,0.197719,0.000140602,0.0007111186656774825,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained 0.197719 and 0.000140602
     for the integral and error estimates."
"3.|1.::X::2000000::0.8049419257672615","X-initial-grid","3.|1.",3,1,"X",2000000,"{0.8049419257672615}","0.8049419257672615",21,"parallel-pattern-search-remaining","coulombNumerator",334.4602159,-0.6794830705626347,true,-0.679483,0.00105462,0.0015520916497989265,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained -0.679483 and 0.00105462
     for the integral and error estimates."
"7.|1.::X::2000000::0.655611891368285","X-initial-grid","7.|1.",7,1,"X",2000000,"{0.655611891368285}","0.655611891368285",20,"parallel-pattern-search-remaining","normDenominator",233.1108187,0.15333909661165646,true,0.153339,0.000133492,0.0008705672783378866,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained 0.153339 and 0.000133492
     for the integral and error estimates."
"7.|1.::X::2000000::0.655611891368285","X-initial-grid","7.|1.",7,1,"X",2000000,"{0.655611891368285}","0.655611891368285",20,"parallel-pattern-search-remaining","coulombNumerator",334.1920546,-0.40674350538576526,true,-0.406744,0.000739604,0.0018183547867557021,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained -0.406744 and 0.000739604
     for the integral and error estimates."
"7.|1.::X::2000000::0.7089756499680291","X-initial-grid","7.|1.",7,1,"X",2000000,"{0.7089756499680291}","0.7089756499680291",23,"parallel-pattern-search-remaining","normDenominator",232.874974,0.13689925839978706,true,0.136899,0.000128449,0.0009382738920680654,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained 0.136899 and 0.000128449
     for the integral and error estimates."
"7.|1.::X::2000000::0.7089756499680291","X-initial-grid","7.|1.",7,1,"X",2000000,"{0.7089756499680291}","0.7089756499680291",23,"parallel-pattern-search-remaining","coulombNumerator",335.6588113,-0.37539312490887683,true,-0.375393,0.000711304,0.001894824259694853,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained -0.375393 and 0.000711304
     for the integral and error estimates."
"7.|1.::X::2000000::0.7623394085677733","X-initial-grid","7.|1.",7,1,"X",2000000,"{0.7623394085677733}","0.7623394085677733",22,"parallel-pattern-search-remaining","normDenominator",233.9930051,0.1226860361579315,true,0.122686,0.00012205,0.0009948157412379617,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained 0.122686 and 0.00012205
     for the integral and error estimates."
"7.|1.::X::2000000::0.7623394085677733","X-initial-grid","7.|1.",7,1,"X",2000000,"{0.7623394085677733}","0.7623394085677733",22,"parallel-pattern-search-remaining","coulombNumerator",335.2767608,-0.3474908191617067,true,-0.347491,0.000688077,0.0019801300122401213,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained -0.347491 and 0.000688077
     for the integral and error estimates."
"7.|1.::X::2000000::0.8157031671675175","X-initial-grid","7.|1.",7,1,"X",2000000,"{0.8157031671675175}","0.8157031671675175",25,"parallel-pattern-search-remaining","normDenominator",234.6884402,0.11041545362973536,true,0.110415,0.000118105,0.0010696419397600862,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained 0.110415 and 0.000118105
     for the integral and error estimates."
"7.|1.::X::2000000::0.8157031671675175","X-initial-grid","7.|1.",7,1,"X",2000000,"{0.8157031671675175}","0.8157031671675175",25,"parallel-pattern-search-remaining","coulombNumerator",335.733877,-0.32212535454622204,true,-0.322125,0.000659929,0.00204867139666681,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained -0.322125 and 0.000659929
     for the integral and error estimates."
"10.|1.::X::2000000::0.652924391368285","X-initial-grid","10.|1.",10,1,"X",2000000,"{0.652924391368285}","0.652924391368285",24,"parallel-pattern-search-remaining","normDenominator",198.5549434,0.12037400852553158,true,0.120374,0.00012337,0.0010248890230637536,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained 0.120374 and 0.00012337
     for the integral and error estimates."
"10.|1.::X::2000000::0.652924391368285","X-initial-grid","10.|1.",10,1,"X",2000000,"{0.652924391368285}","0.652924391368285",24,"parallel-pattern-search-remaining","coulombNumerator",268.7689666,-0.29751858233808326,true,-0.297519,0.000604495,0.002031789057508637,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained -0.297519 and 0.000604495
     for the integral and error estimates."
"7.|1.::X::2000000::0.8690669257672615","X-initial-grid","7.|1.",7,1,"X",2000000,"{0.8690669257672615}","0.8690669257672615",19,"parallel-pattern-search-remaining","normDenominator",200.0193743,0.09967982321045839,true,0.0996798,0.000111388,0.0011174578406386378,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained 0.0996798 and 0.000111388
     for the integral and error estimates."
"7.|1.::X::2000000::0.8690669257672615","X-initial-grid","7.|1.",7,1,"X",2000000,"{0.8690669257672615}","0.8690669257672615",19,"parallel-pattern-search-remaining","coulombNumerator",269.4786543,-0.2997452568327763,true,-0.299745,0.00063733,0.002126238816034235,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained -0.299745 and 0.00063733
     for the integral and error estimates."
"10.|1.::X::2000000::0.7060693999680291","X-initial-grid","10.|1.",10,1,"X",2000000,"{0.7060693999680291}","0.7060693999680291",26,"parallel-pattern-search-remaining","normDenominator",199.0424317,0.10654814699031528,true,0.106548,0.000117519,0.0011029661549222616,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained 0.106548 and 0.000117519
     for the integral and error estimates."
"10.|1.::X::2000000::0.7060693999680291","X-initial-grid","10.|1.",10,1,"X",2000000,"{0.7060693999680291}","0.7060693999680291",26,"parallel-pattern-search-remaining","coulombNumerator",268.4171407,-0.27313667736487535,true,-0.273137,0.000583774,0.002137296263658334,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained -0.273137 and 0.000583774
     for the integral and error estimates."
"10.|1.::X::2000000::0.8123594171675174","X-initial-grid","10.|1.",10,1,"X",2000000,"{0.8123594171675174}","0.8123594171675174",20,"parallel-pattern-search-remaining","normDenominator",198.1659737,0.08467326461222774,true,0.0846733,0.00010629,0.0012552958774740637,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained 0.0846733 and 0.00010629
     for the integral and error estimates."
"10.|1.::X::2000000::0.8123594171675174","X-initial-grid","10.|1.",10,1,"X",2000000,"{0.8123594171675174}","0.8123594171675174",20,"parallel-pattern-search-remaining","coulombNumerator",268.0496864,-0.2327892413780055,true,-0.232789,0.000539238,0.002316421484119964,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained -0.232789 and 0.000539238
     for the integral and error estimates."
"10.|1.::X::2000000::0.7592144085677732","X-initial-grid","10.|1.",10,1,"X",2000000,"{0.7592144085677732}","0.7592144085677732",21,"parallel-pattern-search-remaining","normDenominator",198.1077012,0.09476976759722358,true,0.0947698,0.000111875,0.001180492501316185,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained 0.0947698 and 0.000111875
     for the integral and error estimates."
"10.|1.::X::2000000::0.7592144085677732","X-initial-grid","10.|1.",10,1,"X",2000000,"{0.7592144085677732}","0.7592144085677732",21,"parallel-pattern-search-remaining","coulombNumerator",268.8888655,-0.25201959828144804,true,-0.25202,0.000556725,0.0022090543901997096,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained -0.25202 and 0.000556725
     for the integral and error estimates."
"10.|1.::X::2000000::0.8655044257672615","X-initial-grid","10.|1.",10,1,"X",2000000,"{0.8655044257672615}","0.8655044257672615",23,"parallel-pattern-search-remaining","normDenominator",197.4834749,0.07591517583021953,true,0.0759152,0.000100479,0.0013235693509386873,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained 0.0759152 and 0.000100479
     for the integral and error estimates."
"10.|1.::X::2000000::0.8655044257672615","X-initial-grid","10.|1.",10,1,"X",2000000,"{0.8655044257672615}","0.8655044257672615",23,"parallel-pattern-search-remaining","coulombNumerator",268.1754322,-0.21514831575149296,true,-0.215148,0.000514451,0.0023911458391067146,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained -0.215148 and 0.000514451
     for the integral and error estimates."
"5.|0.5::X::2000000::0.7209392140222256","X-half-step-refinement","5.|0.5",5,0.5,"X",2000000,"{0.7209392140222256}","0.7209392140222256",19,"parallel-pattern-search-remaining","normDenominator",222.7120108,0.26260023979235925,true,0.2626,0.000158507,0.0006036056940592787,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained 0.2626 and 0.000158507
     for the integral and error estimates."
"5.|0.5::X::2000000::0.7209392140222256","X-half-step-refinement","5.|0.5",5,0.5,"X",2000000,"{0.7209392140222256}","0.7209392140222256",19,"parallel-pattern-search-remaining","coulombNumerator",319.2577874,-1.017137571763448,true,-1.01714,0.00150767,0.0014822675337674313,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained -1.01714 and 0.00150767
     for the integral and error estimates."
"5.|2.::X::2000000::0.6260896472426455","X-half-step-refinement","5.|2.",5,2,"X",2000000,"{0.6260896472426455}","0.6260896472426455",24,"parallel-pattern-search-remaining","normDenominator",223.7691272,0.11705949765467877,true,0.117059,0.000114574,0.0009787672277390862,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained 0.117059 and 0.000114574
     for the integral and error estimates."
"5.|2.::X::2000000::0.6260896472426455","X-half-step-refinement","5.|2.",5,2,"X",2000000,"{0.6260896472426455}","0.6260896472426455",24,"parallel-pattern-search-remaining","coulombNumerator",319.7804664,-0.24798051390612696,true,-0.247981,0.000468779,0.0018903864364820872,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained -0.247981 and 0.000468779
     for the integral and error estimates."
"3.|1.::X::2000000::0.7308025378676453","X-half-step-refinement","3.|1.",3,1,"X",2000000,"{0.7308025378676453}","0.7308025378676453",26,"parallel-pattern-search-remaining","normDenominator",223.642839,0.22337111256484643,true,0.223371,0.000146832,0.0006573455193646559,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained 0.223371 and 0.000146832
     for the integral and error estimates."
"3.|1.::X::2000000::0.7308025378676453","X-half-step-refinement","3.|1.",3,1,"X",2000000,"{0.7308025378676453}","0.7308025378676453",26,"parallel-pattern-search-remaining","coulombNumerator",320.6690428,-0.7417962739208167,true,-0.741796,0.00109071,0.00147036327674575,"
NIntegrate::maxp: 
   The integral failed to converge after 2000100
     integrand evaluations. NIntegrate obtained -0.741796 and 0.00109071
     for the integral and error estimates."
