"a/rB","c/rB","E_X^0 (Ry)","Delta E_X (Ry)","E_X (Ry)","E_XX^0 (Ry)","Delta E_XX (Ry)","E_XX (Ry)","E_bind = 2 E_X - E_XX (Ry)","E_XX - E_X (Ry)","N_X","M_X","|M_X|^2","X diagnostic max","XX diagnostic max"
5,0.5,48.24378805106118,-3.2698555251412347,44.97393252591995,96.48757610212236,-6.523958640525188,89.96361746159717,-0.015752409757268993,44.98968493567722,0.21074100753890265,2.1783390351815743,4.745160952195793,0,0
5,1,12.78281519139015,-2.3489783241881628,10.433836867201986,25.5656303827803,-4.689028911970282,20.876601470810016,-0.008927736406043607,10.44276460360803,0.164160355334263,2.4681176528025883,6.091604748075758,0,0
5,1.5,6.002081497784447,-1.9163925085245337,4.085688989259913,12.004162995568894,-3.842568187026401,8.161594808542493,0.009783169977334083,4.075905819282579,0.1397518865324825,2.6749838256669167,7.155538467579615,0,0
5,2,3.556637887159965,-1.662325907236418,1.8943119799235468,7.11327577431993,-3.300079541139347,3.813196233180583,-0.024572273333489214,1.918884253257036,0.12374720526769455,2.8427083176854144,8.080990579437838,0,0
3,1,13.745306096223288,-2.698490205418905,11.046815890804384,27.490612192446577,-5.487642189766885,22.002970002679692,0.0906617789290749,10.956154111875309,0.23323173517013102,2.070647528507391,4.287581187313765,0,0
7,1,12.370319089318805,-2.150335973127281,10.219983116191525,24.74063817863761,-4.262209824176776,20.478428354460835,-0.03846212207778521,10.25844523826931,0.12279847274760086,2.8536684731391784,8.143423754588488,0,0
10,1,12.060947012765295,-1.9895433328525227,10.071403679912773,24.12189402553059,-3.816380631294475,20.305513394236115,-0.16270603441056863,10.234109714323342,0.09485266852767911,3.2469471759088564,10.542665963142497,0,0
