"budget","precisionGoal","XCorrectionRy","XXCorrectionRy","bindingRy","XTotalRy","XXTotalRy","XDiagnosticMax","XXDiagnosticMax","integralCount","maxPointsWarningCount","elapsedSeconds"
1000000,4,-2.3489783241881628,-4.689028911970282,-0.008927736406043607,10.433836867201986,20.876601470810016,0.0000069720474377144015,0.023562057064443198,26,25,"6304.1879814"
