"budget","precisionGoal","XNorm","XHamiltonianNumeratorRy","XCorrectionRy","XTotalRy","XXNorm","XXHamiltonianNumeratorRy","XXCorrectionRy","XXTotalRy","bindingRy","reducedReferenceBindingRy","bindingShiftFromReducedRy","fullRawReferenceBindingRy","bindingShiftFromFullRawRy","XCorrectionShiftFromReducedRy","XXCorrectionShiftFromReducedRy","integralCount","maxPointsWarningCount","elapsedSeconds"
1000000,4,0.16404437701610505,-0.38630375878687223,-2.3548735154082534,10.427941675981895,0.0005524954321185569,-0.0026868937173618558,-4.863196256770663,20.702434126009635,0.1534492259541551,-0.008927736406043607,0.16237696236019872,0.25491597190391246,-0.10146674594975735,-0.005895191220090634,-0.17416734480038087,4,4,3618.8709919000003
