"budget","precisionGoal","XRawNorm","XRawInteractionNumeratorRy","XRawKineticNumeratorRy","XRawCorrectionRy","XRawTotalRy","XXRawNorm","XXRawInteractionNumeratorRy","XXRawKineticNumeratorRy","XXRawCorrectionRy","XXRawTotalRy","rawBindingRy","reducedReferenceBindingRy","bindingShiftRy","reducedReferenceSource","XCorrectionShiftRy","XXCorrectionShiftRy","integralCount","maxPointsWarningCount","elapsedSeconds"
1000000,4,0.16318647986496476,-0.4756528609593966,0.10018993797911846,-2.300821264671988,10.481993926718161,0.0005373483406928656,-0.003312667787089073,0.0007030041349656886,-4.856558501247891,20.70907188153241,0.25491597190391246,-0.008927736406043607,0.26384370830995607,"C:\Users\davit\Documents\PhD\Quantum-Dot\projects\biexciton\01-numerics\main-state-convergence-trial-a5-c1-results.wxf",0.04815705951617488,-0.16752958927760897,6,6,3890.9650787
2000000,4,0.16322761309889905,-0.4762094123315859,0.10012450127912542,-2.3040520161536144,10.478763175236535,0.0005390912658629642,-0.0033145387103134076,0.0007038170648977921,-4.842819408762699,20.722810974017598,0.23471537645547258,0.002399621594747714,0.23231575486072487,"C:\Users\davit\Documents\PhD\Quantum-Dot\projects\biexciton\01-numerics\main-state-convergence-trial-a5-c1-results.wxf",0.04430837256136533,-0.14369900973799332,6,6,7740.4530653
