"a/rB","c/rB","E_X^0 (meV)","Delta E_X (meV)","E_X (meV)","E_XX^0 (meV)","Delta E_XX (meV)","E_XX (meV)","E_bind = 2 E_X - E_XX (meV)","E_XX - E_X (meV)","N_X","M_X","|M_X|^2","X diagnostic max","XX diagnostic max"
5,0.5,268.42127563200444,-18.192990779700228,250.22828485230426,536.8425512640089,-36.29833748972557,500.5442137742833,-0.08764406967481424,250.31592892197907,0.21074100753890265,2.1783390351815743,4.745160952195793,0,0
5,1,71.12168630310605,-13.069366724337183,58.05231957876886,142.2433726062121,-26.089060848502914,116.15431175770917,-0.049672600171449435,58.101992178940314,0.164160355334263,2.4681176528025883,6.091604748075758,0,0
5,1.5,33.39469053253822,-10.662523457016503,22.732167075521716,66.78938106507644,-21.379479019618522,45.40990204545791,0.0544321055855186,22.677734969936196,0.1397518865324825,2.6749838256669167,7.155538467579615,0,0
5,2,19.78860527332898,-9.248934599917131,10.539670673411848,39.57721054665796,-18.361152718400994,21.216057828256965,-0.1367164814332688,10.676387154845116,0.12374720526769455,2.8427083176854144,8.080990579437838,0,0
3,1,76.47684282991263,-15.013998951582735,61.46284387832989,152.95368565982525,-30.53242658371295,122.4212590761123,0.5044286805474799,60.95841519778241,0.23323173517013102,2.070647528507391,4.287581187313765,0,0
7,1,68.82661922018895,-11.964150168583545,56.86246905160541,137.6532384403779,-23.71430279906527,113.93893564131264,-0.21399753810181782,57.07646658970722,0.12279847274760086,2.8536684731391784,8.143423754588488,0,0
10,1,67.10531890800111,-11.06952378540841,56.03579512259271,134.21063781600222,-21.233775346685377,112.97686246931686,-0.9052722241314338,56.94106734672415,0.09485266852767911,3.2469471759088564,10.542665963142497,0,0
